meta_f1,meta_recall,meta_precision,meta_roc_auc,original,smote,under,accuracy,precision,recall,f1,roc_auc,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.208955223880597,0.75,0.12138728323699421,0.7061602418745276,0.06790123456790123,"[62.5, 37.5]","[[False, 50.0], [True, 50.0]]",0.9318854886475815,0.9452991452991453,0.9753086419753086,0.9600694444444444,0.8399620132953467,True,1,e4bdd_00015,2024-07-05_20-07-23,1720202843,191.67506217956543,191.67506217956543,2277723,dgx-a100,131.114.50.170,191.67506217956543,1
