meta_f1,meta_recall,meta_precision,meta_roc_auc,original,smote,under,accuracy,precision,recall,f1,roc_auc,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.16374269005847952,0.5384615384615384,0.09655172413793103,0.5969635627530364,0.0654320987654321,"[62.510322047894306, 37.4896779521057]","[[False, 50.0], [True, 50.0]]",0.9348469891411648,0.966131907308378,0.9559082892416225,0.9609929078014184,0.8902618369285037,True,1,e4bdd_00017,2024-07-05_20-04-28,1720202668,14.043398141860962,14.043398141860962,2277721,dgx-a100,131.114.50.170,14.043398141860962,1
