meta_f1,meta_recall,meta_precision,meta_roc_auc,original,smote,under,accuracy,precision,recall,f1,roc_auc,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.04081632653061224,0.23076923076923078,0.022388059701492536,0.4771971031513016,0.030864197530864196,"[62.5, 37.5]","[[False, 50.0], [True, 50.0]]",0.9689042448173741,0.9789473684210527,0.9841269841269841,0.9815303430079155,0.9366788766788767,True,1,e4bdd_00021,2024-07-05_20-04-31,1720202671,21.70998740196228,21.70998740196228,2277725,dgx-a100,131.114.50.170,21.70998740196228,1
