meta_f1,meta_recall,meta_precision,meta_roc_auc,original,smote,under,accuracy,precision,recall,f1,roc_auc,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.30337078651685395,0.6428571428571429,0.19852941176470587,0.7475143903715332,0.1037037037037037,"[62.5053809728799, 37.4946190271201]","[[False, 50.0], [True, 50.0]]",0.8963474827245804,0.9190556492411467,0.9611992945326279,0.9396551724137931,0.7590611857278523,True,1,e4bdd_00001,2024-07-05_20-04-28,1720202668,12.557164907455444,12.557164907455444,2277597,dgx-a100,131.114.50.170,12.557164907455444,1
