meta_f1,meta_recall,meta_precision,meta_roc_auc,original,smote,under,accuracy,precision,recall,f1,roc_auc,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.26506024096385544,0.6285714285714286,0.16793893129770993,0.7000385059684251,0.08703703703703704,"[62.5105663567202, 37.489433643279796]","[[False, 50.0], [True, 50.0]]",0.9131293188548865,0.9305477131564088,0.9688418577307466,0.9493087557603687,0.7951901596346043,True,1,e4bdd_00013,2024-07-05_20-11-35,1720203095,441.0223853588104,441.0223853588104,2277717,dgx-a100,131.114.50.170,441.0223853588104,1
