meta_f1,meta_recall,meta_precision,meta_roc_auc,original,smote,under,accuracy,precision,recall,f1,roc_auc,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.37948717948717947,0.7708333333333334,0.25170068027210885,0.7822974860335195,0.11851851851851852,"[62.521891418563925, 37.478108581436075]","[[False, 50.0], [True, 50.0]]",0.8815399802566634,0.9309734513274336,0.927689594356261,0.9293286219081273,0.7838447971781306,True,1,e4bdd_00011,2024-07-05_20-04-25,1720202665,13.217239618301392,13.217239618301392,2277715,dgx-a100,131.114.50.170,13.217239618301392,1
