meta_f1,meta_recall,meta_precision,meta_roc_auc,original,smote,under,accuracy,precision,recall,f1,roc_auc,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17054263565891473,0.7333333333333333,0.09649122807017543,0.7974424552429666,0.03641975308641975,"[62.515018021625956, 37.48498197837405]","[[False, 50.0], [True, 50.0]]",0.9634748272458046,0.9688760806916427,0.9882422104644327,0.9784633294528522,0.9110441821552933,True,1,e4bdd_00004,2024-07-05_20-04-13,1720202653,2.701702117919922,2.701702117919922,2277633,dgx-a100,131.114.50.170,2.701702117919922,1
