meta_f1,meta_recall,meta_precision,meta_roc_auc,original,smote,under,accuracy,precision,recall,f1,roc_auc,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.08733624454148471,0.5263157894736842,0.047619047619047616,0.5726914184686522,0.04567901234567901,"[62.51516376870199, 37.48483623129802]","[[False, 50.0], [True, 50.0]]",0.9540967423494571,0.9668989547038328,0.9788359788359788,0.9728308501314636,0.9017256817256818,True,1,e4bdd_00007,2024-07-05_20-04-50,1720202690,36.67536807060242,36.67536807060242,2277711,dgx-a100,131.114.50.170,36.67536807060242,1
